Calender_Year_Year End,Name,Ticker,Primary_Prospectus_Benchmark,#_of_Holdings,Turnover_Ratio,Total_Market_Value,P_B,P_C,P_E,P_S,Debt_to_Capital,Net_Margin,ROA,ROE,Equity_Style_Factor_P_E,Equity_Style_Factor_P_B,Equity_Style_Factor_P_S,Equity_Style_Factor_P_C,Equity_Style_Factor_Div_Yld,Equity_Style_Factor_LT_Earn_Growth,Equity_Style_Factor_Hist_Earn_Growth,Equity_Style_Factor_BV_Growth,Equity_Style_Factor_Sales_Growth,Equity_Style_Factor_CF_Growth,1Yr_Return,1Yr_Return_BM
2008,MainStay Growth Allocation I,MGXIX,S&P 500 TR USD,15,37,"144,574,607",1.76,6.74,8.56,0.92,28.07,12.91,9.33,20.73,10.9,1.59,0.84,5.73,3.08,10.74,12.53,4.09,8.25,11.37,27.39,26.46
2008,FundX Aggressive Upgrader,HOTFX,S&P 500 TR USD,36,181,"147,457,401",1.64,6.96,12.29,0.78,31.6,11.32,7.24,17.81,11.82,1.49,0.71,5.79,2.9,10.76,6.52,0.35,7.54,5.05,23.27,26.46
2008,Fidelity AdvisorÂ Utilities I,FUGIX,S&P 500 TR USD,35,77,"148,371,515",1.41,5.87,11.76,0.99,50.32,10.08,3.94,14.79,11.32,1.26,0.95,5.3,3.84,8.72,16.87,7.71,3.31,1.45,14.71,26.46
2008,1919 Socially Responsive Balanced B,SESIX,S&P 500 TR USD,103,79,"153,241,100",2.2,8.05,11.46,1.22,35.27,12.77,9.33,25.1,11.83,1.99,1.16,6.73,2.1,11.12,16.78,9.42,12.32,19.17,21.8,26.46
2008,Boston Trust Asset Management,BTBFX,S&P 500 TR USD,83,33,"154,826,575",2.52,8.27,11.89,1.13,22.42,13.35,12.42,25.12,11.68,2.29,0.97,7,2.15,11.13,16.45,8.39,14.15,15.41,13.32,26.46
2008,PNC Balanced Allocation I,PBLIX,S&P 500 TR USD,488,126,"154,847,486",1.74,6.69,10.53,0.93,29.47,14.3,9.25,21.14,10.85,1.42,0.76,5.7,3.37,11.63,13.06,9.33,10.68,12.42,18.95,26.46
2008,Gabelli ABC AAA,GABCX,S&P 500 TR USD,156,472,"158,798,726",1.9,10.51,16.11,1.5,56.97,15.32,17.42,13.81,17.1,1.64,1.42,8.75,2.91,12.06,5.34,-1.05,2.66,7,6.03,26.46
2008,Rydex S&P 500 2x Strategy H,RYTNX,S&P 500 TR USD,504,92,"160,109,628",1.76,6.81,10.92,0.91,32.82,12.45,9.4,22.44,10.73,1.59,0.81,5.88,3.36,10.36,8.94,4.3,9.13,8.26,46,26.46
2008,Sentinel Sustainable Core Opp A,MYPVX,S&P 500 TR USD,68,6,"161,513,984",1.73,6.68,9.81,1.08,32.48,12.89,9.5,22.64,10.18,1.48,0.94,5.59,2.67,12.24,16.85,10.52,11.5,12.87,29.59,26.46
2008,FidelityÂ Select Leisure,FDLSX,S&P 500 TR USD,47,74,"162,063,929",2.75,8.76,13.93,1.14,47.26,11.82,12.09,31.09,14.58,2.57,1.04,7.42,2.42,12.81,7.01,0.46,8.94,6.04,24.25,26.46
2008,Prudential QMA Large-Cap Core Equity Z,PTEZX,S&P 500 TR USD,242,96,"163,147,907",1.55,6.42,10.09,0.78,33.02,11.95,9.14,22.88,9.82,1.46,0.68,5.52,3.75,10.32,7.13,3,10.93,6.92,21.64,26.46
2008,FidelityÂ Select Pharmaceuticals Port,FPHAX,S&P 500 TR USD,160,119,"163,391,374",3.1,10.29,15.51,2.38,25.2,15.5,9.91,20.03,12.17,2.79,2.1,8.76,3.23,8.31,13.7,8.74,8.85,10.9,25.41,26.46
2008,Northern Large Cap Equity,NOGEX,S&P 500 TR USD,92,72,"163,694,685",1.71,6.28,10.24,0.83,32.65,12.29,9.49,23.72,9.94,1.62,0.74,5.29,3.17,10.09,9.7,3.02,9.65,11.97,31.7,26.46
2008,Fidelity AdvisorÂ Real Estate I,FHEIX,S&P 500 TR USD,47,86,"165,402,137",1.24,,18.16,1.83,53.85,21.68,2.96,9.56,20.73,1.15,1.68,6.74,6.96,6.42,10.12,4.9,5.66,30.28,36.8,26.46
2008,Guggenheim StylePlus - Large Core A,SECEX,S&P 500 TR USD,71,111,"165,936,123",1.7,7.1,11.3,0.93,33.19,10.27,8.33,19.04,11.34,1.53,0.82,6.03,2.25,11.77,16.65,7.06,7.9,7.48,28.79,26.46
2008,Deutsche Health and Wellness S,SCHLX,S&P 500 TR USD,74,27,"167,068,527",2.74,11.73,16.4,1.55,24.49,10.87,7.62,16.78,14.02,2.31,1.38,9.87,1.7,11.58,17.58,8.32,11.3,10.07,21.5,26.46
2008,FidelityÂ Select Materials,FSDPX,S&P 500 TR USD,49,77,"167,220,419",1.64,6.82,5.82,0.59,41.21,10.37,8.42,23.29,8.95,1.35,0.56,6.26,2.93,11.32,22.45,7.81,7.59,-0.88,78.68,26.46
2008,Nuveen Large Cap Select I,FLRYX,S&P 500 TR USD,67,210,"169,715,909",1.83,6.41,10.7,0.96,31.91,13.48,9.58,23.26,10.6,1.6,0.84,4.86,2.33,11.68,17.75,9.15,12,17.53,32.2,26.46
2008,Bruce,BRUFX,S&P 500 TR USD,72,21,"170,320,971",1.08,3.46,13.01,0.39,33.26,4.75,-0.74,4.62,10.46,0.96,0.36,2.75,0.86,14.68,-5.48,1.09,-17.88,7.75,32.26,26.46
2008,FidelityÂ Select Wireless,FWRLX,S&P 500 TR USD,56,191,"170,737,021",1.26,4.66,13.58,0.95,30.91,5.62,4.35,6.2,16.67,1.21,0.8,3.74,1.18,15.15,35.63,-6.85,-1.74,-12.6,59.02,26.46
2008,BBH Core Select N,BBTEX,S&P 500 TR USD,31,31,"171,222,062",2.13,7.77,14.05,1.06,31.01,11.35,8.58,19.75,12.77,1.96,0.87,5.84,1.71,10.47,11.52,4.7,10.95,14.11,21.6,26.46
2008,Guggenheim Multi-Hedge Strategies P,RYMSX,S&P 500 TR USD,491,509,"171,870,485",1,5.36,11.14,0.58,43.48,9.18,6.34,10.39,10.31,1.03,0.52,4.26,7.06,10.65,-11.02,-14.01,4.38,7.34,-2.65,26.46
2008,AB Equity Income A,AUIAX,S&P 500 TR USD,48,41,"172,811,337",1.59,6.17,11.28,0.98,46.94,13.46,5.39,18.25,11.74,1.32,0.89,5.55,4.2,8.84,14.57,12.96,6.2,-1.15,16.35,26.46
2008,Hartford Core Equity Y,HGIYX,S&P 500 TR USD,97,69,"173,394,682",1.88,6.9,11.08,0.71,29.39,13.54,10.02,23.83,10.13,1.68,0.62,5.66,2.38,10.51,15.02,8.68,10.79,12.93,25.81,26.46
2008,Parnassus,PARNX,S&P 500 TR USD,44,98.38,"174,239,401",1.33,4.14,9.49,0.6,34.13,7.86,5.47,9.04,11.45,1.28,0.55,2.91,2.57,11.75,6.01,-1.87,2.27,13.05,47.93,26.46
2008,BlackRock Exchange BlackRock,STSEX,S&P 500 TR USD,35,0,"176,059,024",2.25,7.64,10.64,1,32.97,12.75,10.6,27.4,10.93,2.12,0.89,6.93,2.64,10.26,17.63,5.91,12.26,5.76,26.06,26.46
2008,T. Rowe Price Capital Opportunity,PRCOX,S&P 500 TR USD,299,64.1,"177,370,469",1.81,7.13,11.16,0.93,32.72,11.96,9.43,22.44,11.12,1.67,0.82,5.12,3.21,10.62,10.15,3.21,10.43,8.93,29.28,26.46
2008,New Alternatives A,NALFX,S&P 500 TR USD,53,25.67,"178,330,111",1.55,7.95,11.67,0.86,34.74,7.45,4.29,11.76,14.76,0.75,0.71,5.8,2.13,21.94,-0.37,15.4,14.22,3.32,36.61,26.46
2008,Ivy Core Equity C,WTRCX,S&P 500 TR USD,57,81,"179,266,511",1.73,7.72,12.17,0.99,30.75,13.67,9.46,22.48,12.06,1.62,0.85,6.07,2.58,11.38,12.41,11,10.12,14.71,22.19,26.46
2008,Transamerica Partners Instl Balanced,DIBFX,S&P 500 TR USD,676,154,"180,642,070",1.76,6.56,11,0.83,31.48,12.61,9.77,23.37,10.74,1.62,0.72,5.64,3.23,10.38,9.81,3.92,11.85,10.27,23.07,26.46
2008,Transamerica Partners Balanced,DVIBX,S&P 500 TR USD,676,154,"180,642,070",1.76,6.56,11,0.83,31.48,12.61,9.77,23.37,10.74,1.62,0.72,5.64,3.23,10.38,9.81,3.92,11.85,10.27,22.6,26.46
2008,Weitz Partners III Opportunity Instl,WPOPX,S&P 500 TR USD,54,51,"182,817,217",0.99,4.87,11.52,0.58,44.94,4.44,2.35,8.73,11.58,1.08,0.54,3.73,1.87,12.01,3.27,-9.83,6.61,9.59,42.05,26.46
2008,State Farm Equity Premier,SLEAX,S&P 500 TR USD,114,143,"183,098,582",2.11,7.65,11.6,1.29,29.44,14.43,10.3,24.77,10.93,1.87,1.1,6.07,2.33,11.98,17.08,9.63,13.81,19.82,20.68,26.46
2008,Gabelli Entpr Mergers & Acquisitions Y,EMAYX,S&P 500 TR USD,185,130,"184,461,182",1.22,5.65,12.53,0.72,44.43,8.26,5.85,10.11,12.02,1.15,0.68,4.22,2.88,10.79,-0.23,-3.59,0.01,7.84,25.99,26.46
2008,Dreyfus Technology Growth A,DTGRX,S&P 500 TR USD,54,126,"184,569,365",2.59,9.03,14.25,1.77,18.69,15.75,12.45,24.46,13.24,2.12,1.53,7.45,1.22,14.7,20.48,9.49,14.44,11.13,55.29,26.46
2008,Rydex Precious Metals Inv,RYPMX,S&P 500 TR USD,26,203,"186,039,629",1.24,11.9,14.52,2.18,12.73,16.61,3.26,3.81,19.88,0.87,1.83,9.25,0.95,8.98,43.55,41.89,30.75,-0.58,51.59,26.46
2008,WesMark Growth,WMKGX,S&P 500 TR USD,87,112,"186,944,999",1.91,7.24,10.75,1.02,32.67,14.03,9.96,24.63,10.36,1.66,0.87,3.27,2.85,11.5,12.54,9.65,13.62,13.95,27.05,26.46
2008,Value Line Larger Companies Focused Inv,VALLX,S&P 500 TR USD,101,157,"191,545,714",2.82,8.93,13.38,1.23,32.08,13.26,10.38,26.13,12.88,2.65,1.09,7.46,1.9,11.72,23.51,7.48,10.41,13.77,17.62,26.46
2008,State Street Instl Premier Growth Eq Inv,SSPGX,S&P 500 TR USD,40,28,"192,393,032",1.87,7.45,11.61,1.56,32.75,18.19,11.3,22.09,12.15,1.76,1.31,6.11,1.47,13.99,22.92,11.96,15.48,18.12,39.07,26.46
2008,FidelityÂ Select Telecommunications Port,FSTCX,S&P 500 TR USD,81,134,"192,510,541",1.51,3.34,12.37,0.63,56.4,2.79,1.79,13.57,14.39,1.59,0.59,3.04,1.71,7.84,45.88,-10.25,-12.44,-3.63,51.56,26.46
2008,US Global Investors Gld & Prec Mtls,USERX,S&P 500 TR USD,88,61,"195,800,321",1.25,14.95,22.99,3.95,9.09,10.33,1.2,0.82,21.51,1.27,2.16,8.64,0.9,19.76,35.33,45.11,28.07,24.67,43.11,26.46
2008,Sentinel Balanced A,SEBLX,S&P 500 TR USD,146,90,"195,866,937",1.84,6.98,10.59,1.19,32.21,13.58,9.88,24.27,10.57,1.61,1.04,5.94,3.24,10.7,14.88,6.7,10.63,10.06,21.28,26.46
2008,PRIMECAP Odyssey Stock,POSKX,S&P 500 TR USD,101,10,"196,148,243",1.77,6.99,11.87,0.91,28.23,13.69,9.71,21.35,11.37,1.61,0.8,5.61,1.74,12.04,12.85,11.08,7.91,9.42,37.86,26.46
2008,Goldman Sachs US Eq Div and Prem Instl,GSPKX,S&P 500 TR USD,374,61,"196,560,079",1.73,6.53,10.5,0.95,32.61,12.91,9.57,22.84,10.4,1.6,0.84,5.4,3.92,10.23,9.38,2.57,7.97,7.64,23.55,26.46
2008,Dreyfus Large Cap Equity A,DLQAX,S&P 500 TR USD,77,77,"200,485,835",1.84,6.83,10.82,0.88,32.02,13.16,9.73,23.48,10.5,1.64,0.76,5.85,3.02,10.89,11.85,8.13,11.31,11.71,27.62,26.46
2008,Elfun Diversified,ELDFX,S&P 500 TR USD,"1,098",180,"201,599,482",1.74,7.18,5.87,1.03,30.65,14.75,9.19,21.03,6.21,1.43,0.87,5.3,3.24,12.33,19.62,10.89,11.91,12.5,22.13,26.46
2008,Transamerica Asset Allc Long Horizon,DVLSX,S&P 500 TR USD,12,105,"204,713,670",1.4,5.64,8.67,0.64,31.7,11.26,7.68,19.35,9.75,1.2,0.55,4.47,3.67,10.32,5.07,6.15,7.19,9.99,25.19,26.46
2008,Transamerica Instl Asset Allc Lng Hrzn,DILSX,S&P 500 TR USD,12,110,"204,713,670",1.4,5.64,8.67,0.64,31.7,11.26,7.68,19.35,9.75,1.2,0.55,4.47,3.67,10.32,5.07,6.15,7.19,9.99,25.4,26.46
2008,Federated Global Allocation A,FSTBX,S&P 500 TR USD,302,190,"206,738,207",1.93,7.44,11.75,0.95,29.36,13.55,9.74,21.66,11.53,1.71,0.85,6.47,2.3,11.47,11.91,7.21,9.39,11.65,20.9,26.46
2008,White Oak Select Growth,WOGSX,S&P 500 TR USD,21,25,"208,863,522",2.33,9.03,15.05,1.39,19.33,13.61,9.82,23.89,14.51,2.15,1.18,8.2,0.75,14.4,8.02,3.54,12.27,4.25,57.43,26.46
2008,Franklin Growth Opportunities Adv,FRAAX,S&P 500 TR USD,73,133,"211,633,919",2.89,10.71,16.5,1.92,24.14,9.32,10.02,18.69,15.2,2.16,1.56,7.36,0.48,18.43,35.23,24.14,19.77,21.57,43.9,26.46
2008,FidelityÂ Select Computers,FDCPX,S&P 500 TR USD,50,234,"217,131,768",1.83,6.2,11.03,0.69,21.71,8.48,8.74,20.79,11.19,1.68,0.61,3.55,0.61,13.75,22.44,5.79,11.91,19.49,83.17,26.46
2008,PRIMECAP Odyssey Aggressive Growth,POAGX,S&P 500 TR USD,76,24,"219,518,670",1.92,9.59,16.46,1.11,35.93,-0.06,-1.57,3.22,14.92,1.75,1,7.94,0.34,15.8,15.97,-0.61,7.06,-6.31,50.43,26.46
2008,INTECH US Core D,JIRMX,S&P 500 TR USD,359,74,"225,989,954",1.8,6.53,10.91,0.94,34.25,13.07,9.4,22.85,10.61,1.66,0.84,5.5,3.08,10.99,10.27,4.36,9.13,12.65,22.91,26.46
2008,Northern Income Equity,NOIEX,S&P 500 TR USD,58,50,"229,475,118",1.37,4.89,8.87,0.55,32.05,12.43,8.76,22.82,8.92,1.18,0.47,4.19,4.61,9.08,16.55,7.55,9.1,9.13,32.2,26.46
2008,Federated MDT Balanced Instl,QIBGX,S&P 500 TR USD,508,158,"231,718,336",1.38,5.68,9.91,0.62,31.72,10.94,6.84,18.07,9.59,1.22,0.55,4.43,2.87,11.44,8.54,4.6,8.5,3.46,17.78,26.46
2008,Dreyfus Sustainable US Equity Z,DRTHX,S&P 500 TR USD,86,21,"231,880,977",2.3,7.57,11.22,1.26,26.65,15.02,12.31,26.65,10.94,2.08,1.11,6.53,2.03,11.67,19.95,7.87,11.58,9.27,33.3,26.46
2008,Putnam Research A,PNRAX,S&P 500 TR USD,103,119,"232,737,550",1.82,7.19,10.52,0.85,33.61,12.64,9.41,23.02,10.62,1.62,0.74,5.93,2.77,10.85,11.19,6.62,12.27,11.59,34.28,26.46
2008,Fidelity AdvisorÂ Industrials I,FCLIX,S&P 500 TR USD,65,91,"242,998,835",1.68,6.16,9.91,0.52,36.01,7.17,7.04,21.21,9.41,1.5,0.48,4.7,2.68,11.97,8.46,4.53,6.64,7.42,40.09,26.46
2008,FidelityÂ Select Banking,FSRBX,S&P 500 TR USD,38,86,"247,980,510",0.89,,14.83,1.33,57.05,13.33,0.45,3.97,13.84,0.95,1.35,7.84,11.63,8.37,-21.47,-15.41,-5.35,,5.05,26.46
2008,Invesco Dividend Income Investor,FSTUX,S&P 500 TR USD,32,25,"248,247,059",1.32,5.22,10.11,0.85,51.49,10.64,4.56,16.86,11.11,1.07,0.79,4.4,4.54,8.7,16.98,13.82,6.85,2.18,14.03,26.46
2008,American Century Utilities Inv,BULIX,S&P 500 TR USD,63,19,"249,632,737",1.55,5.52,11.2,0.84,50.34,9.97,4.62,17.62,11.4,1.34,0.75,5.08,4.24,8.13,16.39,7.76,7.06,-3.66,14.48,26.46
2008,Prudential Jennison Equity Opportunity Z,PJGZX,S&P 500 TR USD,77,76,"252,184,387",1.1,4.76,10.22,0.6,41.97,7.64,4.32,12.7,9.98,1.08,0.6,3.96,1.83,16.17,11.21,-1.17,2.31,0.09,41.41,26.46
2008,American Century Sustainable Equity A,AFDAX,S&P 500 TR USD,126,97,"252,918,098",1.83,6.4,10.12,0.86,32.24,12.86,9.68,24.48,10.2,1.68,0.76,5.54,2.94,10.44,13.89,4.53,11.29,11.63,21.85,26.46
2008,Invesco Gold & Precious Metals Invstor,FGLDX,S&P 500 TR USD,32,43,"252,988,299",1.58,10.49,14.64,2.97,12.39,22.09,6.68,10.88,13.84,0.94,1.94,6.92,1.98,9.02,34.05,45.12,29.61,6.28,55.59,26.46
2008,State Farm LifePath Retirement Inst,SLRIX,S&P 500 TR USD,12,11,"254,237,259",1.45,5.91,9.52,0.81,31.22,14.32,7.97,19.23,10.44,1.24,0.71,5.08,4.19,10.79,12.37,4.77,6.57,7.6,17.9,26.46
2008,Ivy Balanced A,IBNAX,S&P 500 TR USD,108,9,"256,085,491",2.54,8.72,12.59,1.24,26.82,14.34,12.15,28,12.91,2.33,1.16,7.76,2.51,10.58,18.41,8.74,13.63,13.85,15.08,26.46
2008,Invesco American Franchise Y,VAFIX,S&P 500 TR USD,31,18,"256,759,872",3.16,10.07,12.39,1.39,37.84,13.95,12.54,31.4,12.18,2.64,1.19,9.76,3.03,10.7,8.13,3.57,8.44,-1.09,31.14,26.46
2008,Alger Health Sciences A,AHSAX,S&P 500 TR USD,60,202.86,"257,763,540",2.4,11.82,16.11,1.45,25.56,7.49,-1.02,10.25,14.2,2.05,1.15,10.09,1.29,12.5,11.51,8.11,15.03,-0.28,27.38,26.46
2008,FidelityÂ Select Health Care Svcs Port,FSHCX,S&P 500 TR USD,64,113,"264,013,159",1.39,7.32,10.97,0.31,36.79,4.04,6.25,19.29,9.78,1.25,0.26,6.59,0.27,13.66,18.62,7.15,14.01,-4.76,48.98,26.46
2008,QS S&P 500 Index A,SBSPX,S&P 500 TR USD,502,8,"268,019,319",1.74,6.81,10.9,0.9,32.86,12.41,9.39,22.12,10.72,1.58,0.8,5.88,3.47,10.35,8.53,3.08,8.99,8.26,26.06,26.46
2008,Davis Real Estate A,RPFRX,S&P 500 TR USD,32,43.68,"268,976,778",1.03,,13.07,1.65,48.21,16.36,1.88,5.59,22.71,0.92,1.34,5.81,9.01,6.94,0.59,7.09,13,51.29,31.72,26.46
2008,FidelityÂ Select Chemicals,FSCHX,S&P 500 TR USD,44,65,"270,345,527",1.9,7.67,6.53,0.68,33.95,11.81,10.71,25.93,9.36,1.89,0.68,7.01,2.91,13,21.78,9.66,9.74,-1.5,65.32,26.46
2008,Dreyfus Balanced Opportunity J,THPBX,S&P 500 TR USD,298,139,"272,689,329",1.6,6.18,10.47,0.84,33.71,12.6,8.04,20.34,10.36,1.43,0.75,5.11,3.08,11.48,10.05,5.07,9.1,13.19,22.06,26.46
2008,MainStay Moderate Growth Allocation I,MGDIX,S&P 500 TR USD,22,40,"277,980,073",1.76,6.76,8.64,0.92,28.02,12.91,9.37,20.75,10.89,1.6,0.84,5.75,3.05,10.79,12.53,4.1,8.57,11.34,27.68,26.46
2008,First Investors Equity Income A,FIUTX,S&P 500 TR USD,167,17,"282,060,016",1.53,6.53,11.24,0.81,35.47,10.64,7.81,19.62,11.05,1.37,0.73,5.83,4.05,9.76,7.25,3.9,9.42,6.36,19.61,26.46
2008,MainStay Moderate Allocation I,MMRIX,S&P 500 TR USD,19,40,"283,845,995",1.74,6.87,10.75,0.95,27.41,13.01,9.42,20.5,10.43,1.54,0.89,5.57,2.97,11.05,12.24,6.72,8.51,10.49,23.23,26.46
2008,First Investors Total Return A,FITRX,S&P 500 TR USD,251,59,"285,922,035",1.67,6.99,10.69,0.83,33.09,11.85,9.02,21.65,10.47,1.5,0.73,6.01,3.21,10.84,10.2,3.67,9.44,5.36,20.61,26.46
2008,VALIC Company I Blue Chip Growth,VCBCX,S&P 500 TR USD,132,20,"288,082,957",2.58,10.53,14.25,1.37,27.19,13.7,10.96,23.74,13.54,2.22,1.16,4.41,1.3,13.93,20.42,11.01,14.22,15.04,43.12,26.46
2008,Tocqueville,TOCQX,S&P 500 TR USD,62,51,"290,508,821",1.86,6.27,9.49,0.94,34.15,12.65,10.22,24.72,10.7,1.63,0.86,4.92,3.94,11.38,4.19,4.56,8.03,8.04,30.29,26.46
2008,Franklin Biotechnology Discovery A,FBDIX,S&P 500 TR USD,50,31,"291,203,110",3.74,18.05,24.55,5.35,16.01,5.57,0.1,10.4,20.1,3.69,4.75,14.52,0.01,18.77,42.83,-0.02,9.5,18,11.83,26.46
2008,FidelityÂ Select Financial Services Port,FIDSX,S&P 500 TR USD,109,53,"295,545,478",0.88,,11.94,0.79,43.79,7.39,1.07,4.33,10.52,0.84,0.73,6.95,6.42,11.3,-4.37,-4.53,-5.4,-34.77,25.88,26.46
2008,AMG Yacktman I,YACKX,S&P 500 TR USD,47,32.77,"295,550,228",0.95,5.98,9.84,0.57,36.05,10.41,8.87,18.37,9.16,0.94,0.53,5.47,2.8,10.77,3.77,0.19,2.68,0.45,59.31,26.46
2008,Natixis US Equity Opportunities A,NEFSX,S&P 500 TR USD,225,110,"298,981,591",1.63,7.55,12.2,0.8,33.45,10.08,7.74,18.19,12.1,1.57,0.74,4.99,1.94,13.56,7.8,4.9,9.58,5.83,36.41,26.46
2008,Russell Inv Tax-Managed US Large Cap S,RETSX,S&P 500 TR USD,255,54,"303,396,924",1.75,7.58,11.94,1.08,30.03,13.22,9.3,20.49,11.37,1.55,0.95,6.36,2.59,11.97,11.13,7.22,10.81,12.34,33.48,26.46
2008,GuideStone Funds Equity Index Instl,GEQYX,S&P 500 TR USD,493,5,"306,818,281",1.72,6.76,10.98,0.89,32.68,12.21,9.19,21.51,10.7,1.58,0.8,5.85,3.45,10.38,8.57,3.36,9.19,8.97,26.58,26.46
2008,Cullen High Dividend Equity Retail,CHDEX,S&P 500 TR USD,33,30.55,"308,010,021",1.87,6.73,10.76,1.11,37.66,16.54,9.54,27.03,11.7,1.69,0.99,6.32,6.03,8.89,8.42,0.97,9.73,2.68,12.37,26.46
2008,Value Line Income & Growth Investor,VALIX,S&P 500 TR USD,445,86,"310,248,127",1.34,5.7,9.01,0.69,32.98,11.74,8.29,19.67,9.07,1.19,0.6,4.49,2.96,11.18,10.49,8.05,10.31,7.96,23.06,26.46
2008,Value Line Premier Growth,VALSX,S&P 500 TR USD,400,18,"312,460,718",2.09,8.34,12.11,1.04,33.49,11.98,9.18,22.24,12.13,1.8,0.87,7.02,1.35,13.38,24.04,11.86,12.04,10.7,32.29,26.46
2008,US Global Investors Emerging Europe,EUROX,S&P 500 TR USD,43,11,"318,532,740",0.97,,4.36,1.25,,26,10.6,25.82,4.2,0.47,0.54,0.84,8.3,13.36,9.45,30.78,18.18,41.44,77.93,26.46
2008,Thrivent Aggressive Allocation S,TAAIX,S&P 500 TR USD,21,15,"324,193,096",1.65,6.79,11.66,0.82,32.05,11.17,7.35,18.03,11.49,1.42,0.72,4.66,2.73,12.54,4.67,4.99,7.69,9.19,30.6,26.46
2008,Osterweis,OSTFX,S&P 500 TR USD,39,56,"331,443,813",2.38,6.65,11.3,0.96,45.35,9.36,5.24,14.78,12.17,1.98,0.84,5.93,2.39,11.83,16.14,1.34,5.37,3.77,31.13,26.46
2008,Fidelity AdvisorÂ Technology I,FATIX,S&P 500 TR USD,175,214,"332,465,804",1.79,7.91,13.02,1.01,16.87,15.3,11.1,19.02,12.58,1.59,0.82,6.03,1.51,14.75,19.5,4.94,7.79,8.35,93.43,26.46
2008,Transamerica Asset Allc Interm/Long Hrzn,DVASX,S&P 500 TR USD,12,105,"332,862,981",1.4,5.62,8.66,0.64,31.77,11.24,7.68,19.41,9.74,1.2,0.55,4.48,3.69,10.26,5.28,6.04,7.22,10.02,23.51,26.46
2008,Transamerica Instl Asst Allc Itm/Lg Hrzn,DILHX,S&P 500 TR USD,12,130,"332,862,981",1.4,5.62,8.66,0.64,31.77,11.24,7.68,19.41,9.74,1.2,0.55,4.48,3.69,10.26,5.28,6.04,7.22,10.02,23.78,26.46
2008,Pacific Funds Port Optim Gr A,PODAX,S&P 500 TR USD,17,5,"334,698,470",1.56,5.77,7.28,0.75,31.64,13.2,8.02,19.69,10.16,1.28,0.65,4.65,4.1,10.37,12.89,7.38,9.35,9.43,30.4,26.46
2008,Franklin Small Cap Growth Adv,FSSAX,S&P 500 TR USD,86,48,"337,310,757",1.54,7.11,13.84,1,27.46,5.52,4.02,10.41,12.26,1.29,0.95,4.51,0.19,16.72,11.53,9.85,10,23.84,45.88,26.46
2008,Hodges Retail,HDPMX,S&P 500 TR USD,58,73,"340,439,024",1.31,4.75,6.58,0.34,38.59,11.77,9.4,19.26,5.99,1.16,0.31,3.74,2.08,14.84,26.08,10.21,7.86,-5.42,36.26,26.46
2008,Federated Capital Income A,CAPAX,S&P 500 TR USD,104,84,"341,826,331",1.44,6.18,10.52,0.83,32.31,10.27,7.49,16.44,9.9,1.43,0.75,5.49,5.69,8.6,4.36,-4.63,7.36,3.9,28.1,26.46
2008,Thrivent Moderately Cnsrv Allocation A,TCAAX,S&P 500 TR USD,30,19,"341,949,472",1.54,6.42,10.59,0.81,33.07,12.02,7.32,18.57,10.48,1.36,0.73,4.93,3.47,11.35,5.43,4.47,7.15,8.56,22.27,26.46
2008,Chesapeake Growth,CHCGX,S&P 500 TR USD,47,69,"343,026,924",1.7,8.84,10.85,0.77,26.55,14.43,10.66,22.51,11.08,1.46,0.65,6.94,1.82,13.63,29.43,10.76,13.9,7.56,39.24,26.46
2008,Victory S&P 500 Index Y,MUXYX,S&P 500 TR USD,507,3,"343,133,876",1.74,6.81,10.91,0.9,32.88,12.41,9.39,22.11,10.72,1.58,0.8,5.88,3.47,10.36,8.53,3.05,8.97,8.26,26.43,26.46
2008,Pacific Funds Port Optim Mod A,POCAX,S&P 500 TR USD,17,5,"345,222,561",1.5,5.64,9.17,0.73,30.86,13.16,8.3,20.28,9.42,1.23,0.68,4.72,3.83,10.69,13.06,9.89,8.4,13.75,27.07,26.46
2008,Transamerica Asset Allc Interm Horizon,DVMSX,S&P 500 TR USD,12,126,"352,412,880",1.4,5.63,8.73,0.64,31.95,11.2,7.7,19.5,9.75,1.21,0.56,4.51,3.68,10.21,5.61,5.82,7.22,10.06,21.08,26.46
2008,Torray,TORYX,S&P 500 TR USD,34,28.13,"353,893,761",1.33,7.5,11.17,0.91,28.92,7.7,6.93,16.9,11.1,1.31,0.86,7.16,3.23,10.6,32.27,-0.05,2.63,-4.83,24.8,26.46
2008,Invesco Select Companies A,ATIAX,S&P 500 TR USD,29,41,"356,021,637",1.18,4.31,10.03,0.29,46.75,6.24,7.72,16.95,9.54,1.11,0.28,2.69,2.19,12.56,4.53,-2.73,5.57,9.22,65.47,26.46
2008,Fidelity Asset ManagerÂ 85%,FAMRX,S&P 500 TR USD,"2,220",20,"357,173,973",1.55,6.37,10.31,0.74,32.34,11.39,7.73,18.79,10.49,1.32,0.64,5.17,3.32,11.51,7.57,3.06,5.12,6.6,38.67,26.46
2008,FidelityÂ Select Brokerage & Invmt Mgmt,FSLBX,S&P 500 TR USD,66,84,"357,950,728",0.91,,10.46,0.99,35.92,9.51,0.94,5.58,9.42,0.76,0.77,7.71,3.76,14.38,5.7,1.05,0.4,25.39,50.41,26.46
2008,Voya US Stock Index Port I,INGIX,S&P 500 TR USD,505,3,"359,461,849",1.75,6.83,10.91,0.91,32.83,12.44,9.41,22.16,10.73,1.59,0.81,5.89,3.47,10.35,8.48,3.08,9.05,8.37,26.22,26.46
